mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.18,"2 km S of Tres Pinos, CA",1689854414820,1689911235968,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914936,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914936&format=geojson,,,,,reviewed,0,21,nc,73914936,",nc73914936,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.06716,0.08,123.0,md,earthquake,"M 1.2 - 2 km S of Tres Pinos, CA"
0.29,,1689854061050,1689861772190,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60545792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60545792&format=geojson,,,,,reviewed,0,1,uu,60545792,",uu60545792,",",uu,",",origin,phase-data,",9.0,0.03702,0.12,141.0,ml,earthquake,M 0.3 - 
0.62,"11 km NE of Ashford, Washington",1689854042210,1689883381470,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61933487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61933487&format=geojson,,,,,reviewed,0,6,uw,61933487,",uw61933487,",",uw,",",origin,phase-data,",27.0,0.01959,0.12,117.0,ml,earthquake,"M 0.6 - 11 km NE of Ashford, Washington"
1.85,southern Idaho,1689854036210,1689974881890,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90022133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90022133&format=geojson,,,,,reviewed,0,53,mb,90022133,",mb90022133,",",mb,",",origin,phase-data,",7.0,0.8219,0.12,112.0,ml,earthquake,M 1.9 - southern Idaho
1.8,"94 km SW of Adak, Alaska",1689853672785,1690568581100,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lupn2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lupn2&format=geojson,,,,,reviewed,0,50,ak,02398lupn2,",ak02398lupn2,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 1.8 - 94 km SW of Adak, Alaska"
-0.47,"86 km NW of Karluk, Alaska",1689853548600,1689904418490,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970881,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970881&format=geojson,,,,,reviewed,0,0,av,91970881,",av91970881,",",av,",",origin,phase-data,",4.0,,0.02,256.0,ml,earthquake,"M -0.5 - 86 km NW of Karluk, Alaska"
1.9,"72 km E of Ugashik, Alaska",1689853513656,1690568576244,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lu29r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lu29r&format=geojson,,,,,reviewed,0,56,ak,02398lu29r,",ak02398lu29r,",",ak,",",origin,phase-data,",,,0.35,,ml,earthquake,"M 1.9 - 72 km E of Ugashik, Alaska"
0.28,"89 km N of Karluk, Alaska",1689853462770,1690137476570,,https://earthquake.usgs.gov/earthquakes/eventpage/av91111328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91111328&format=geojson,,,,,reviewed,0,1,av,91111328,",av91111328,",",av,",",origin,phase-data,",8.0,,0.19,189.0,ml,earthquake,"M 0.3 - 89 km N of Karluk, Alaska"
0.4,"86 km NW of Karluk, Alaska",1689853430030,1690568509607,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970871&format=geojson,,,,,reviewed,0,2,av,91970871,",av91970871,ak02398ltulm,",",av,ak,",",origin,phase-data,",10.0,,0.05,78.0,ml,earthquake,"M 0.4 - 86 km NW of Karluk, Alaska"
0.24,"6 km NW of The Geysers, CA",1689853265440,1689886405436,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914931,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914931&format=geojson,,,,,reviewed,0,1,nc,73914931,",nc73914931,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01306,0.03,55.0,md,earthquake,"M 0.2 - 6 km NW of The Geysers, CA"
1.6,"80 km SE of Ugashik, Alaska",1689852842548,1690568580914,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lrtge,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lrtge&format=geojson,,,,,reviewed,0,39,ak,02398lrtge,",ak02398lrtge,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.6 - 80 km SE of Ugashik, Alaska"
1.5,"65 km W of Tyonek, Alaska",1689852597097,1690568576012,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lqv4f,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lqv4f&format=geojson,,,,,reviewed,0,35,ak,02398lqv4f,",ak02398lqv4f,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 1.5 - 65 km W of Tyonek, Alaska"
0.05,"92 km NNW of Karluk, Alaska",1689852050690,1690132714890,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970856&format=geojson,,,,,reviewed,0,0,av,91970856,",av91970856,",",av,",",origin,phase-data,",7.0,,0.16,88.0,ml,earthquake,"M 0.1 - 92 km NNW of Karluk, Alaska"
2.0,"107 km SSE of Sand Point, Alaska",1689851849249,1690568580728,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lo8cc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lo8cc&format=geojson,,,,,reviewed,0,62,ak,02398lo8cc,",ak02398lo8cc,",",ak,",",origin,phase-data,",,,0.75,,ml,earthquake,"M 2.0 - 107 km SSE of Sand Point, Alaska"
1.1,"110 km WNW of Arctic Village, Alaska",1689851442070,1690568575816,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lmrcs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lmrcs&format=geojson,,,,,reviewed,0,19,ak,02398lmrcs,",ak02398lmrcs,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.1 - 110 km WNW of Arctic Village, Alaska"
1.4,"99 km NW of Yakutat, Alaska",1689850848812,1690568575612,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398lkmo5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398lkmo5&format=geojson,,,,,reviewed,0,30,ak,02398lkmo5,",ak02398lkmo5,",",ak,",",origin,phase-data,",,,0.62,,ml,earthquake,"M 1.4 - 99 km NW of Yakutat, Alaska"
1.1,"12 km SE of Halibut Cove, Alaska",1689850119674,1690568575394,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398l9ga7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398l9ga7&format=geojson,,,,,reviewed,0,19,ak,02398l9ga7,",ak02398l9ga7,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.1 - 12 km SE of Halibut Cove, Alaska"
2.03999996,"2 km SSW of Pāhala, Hawaii",1689850040970,1689850236090,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73489612,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73489612&format=geojson,,,,,automatic,0,64,hv,73489612,",hv73489612,",",hv,",",origin,phase-data,",47.0,,0.100000001,78.0,md,earthquake,"M 2.0 - 2 km SSW of Pāhala, Hawaii"
1.4,"40 km NNE of Chase, Alaska",1689850003861,1690568575166,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398l91lx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398l91lx&format=geojson,,,,,reviewed,0,30,ak,02398l91lx,",ak02398l91lx,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.4 - 40 km NNE of Chase, Alaska"
-0.84,Southern Alaska,1689849950670,1690138781510,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970846,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970846&format=geojson,,,,,reviewed,0,0,av,91970846,",av91970846,",",av,",",origin,phase-data,",4.0,,0.04,175.0,ml,earthquake,M -0.8 - Southern Alaska
0.75,"7 km WNW of The Geysers, CA",1689849948940,1689852196922,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914921,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914921&format=geojson,,,,,automatic,0,9,nc,73914921,",nc73914921,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.00719,0.03,199.0,md,earthquake,"M 0.8 - 7 km WNW of The Geysers, CA"
0.73,"8 km NW of The Geysers, CA",1689849904760,1689859152705,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914916,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914916&format=geojson,,,,,automatic,0,8,nc,73914916,",nc73914916,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01004,0.02,101.0,md,earthquake,"M 0.7 - 8 km NW of The Geysers, CA"
-0.2,"7 km NW of The Geysers, CA",1689849844440,1689878454728,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914911,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914911&format=geojson,,,,,reviewed,0,0,nc,73914911,",nc73914911,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.008943,0.02,49.0,md,earthquake,"M -0.2 - 7 km NW of The Geysers, CA"
2.21,"5 km WSW of La Parguera, Puerto Rico",1689849795470,1689850539980,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418588,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71418588&format=geojson,,,,,reviewed,0,75,pr,71418588,",pr71418588,",",pr,",",origin,phase-data,",6.0,0.0458,0.06,255.0,md,earthquake,"M 2.2 - 5 km WSW of La Parguera, Puerto Rico"
2.2,"12 km WNW of Kalifornsky, Alaska",1689849574530,1690568574852,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398l7ivc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398l7ivc&format=geojson,,,,,reviewed,0,74,ak,02398l7ivc,",ak02398l7ivc,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 2.2 - 12 km WNW of Kalifornsky, Alaska"
0.41,"11km NW of Warner Springs, CA",1689849429780,1689871570763,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39617298,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39617298&format=geojson,,,,,reviewed,0,3,ci,39617298,",ci39617298,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.1249,0.14,66.0,ml,earthquake,"M 0.4 - 11km NW of Warner Springs, CA"
2.18,"8 km ENE of Pāhala, Hawaii",1689849421840,1689849751500,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73489592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73489592&format=geojson,,,,,automatic,0,73,hv,73489592,",hv73489592,",",hv,",",origin,phase-data,",47.0,,0.159999996,150.0,ml,earthquake,"M 2.2 - 8 km ENE of Pāhala, Hawaii"
-0.69,,1689849270330,1689864485760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60545787,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60545787&format=geojson,,,,,reviewed,0,0,uu,60545787,",uu60545787,",",uu,",",origin,phase-data,",9.0,0.005241,0.03,113.0,md,earthquake,M -0.7 - 
0.52,"8km WNW of Anza, CA",1689849204530,1689860032742,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39617290,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39617290&format=geojson,,,,,reviewed,0,4,ci,39617290,",ci39617290,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.01587,0.09,70.0,ml,earthquake,"M 0.5 - 8km WNW of Anza, CA"
2.3,"149 km SE of Nikolski, Alaska",1689849199404,1690568580539,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398l67fo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398l67fo&format=geojson,,,,,reviewed,0,81,ak,02398l67fo,",ak02398l67fo,",",ak,",",origin,phase-data,",,,0.26,,ml,earthquake,"M 2.3 - 149 km SE of Nikolski, Alaska"
0.76,"8 km WNW of Cobb, CA",1689848477600,1689855912316,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914906&format=geojson,,,,,automatic,0,9,nc,73914906,",nc73914906,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.01512,0.02,55.0,md,earthquake,"M 0.8 - 8 km WNW of Cobb, CA"
-0.15,"84 km NNW of Karluk, Alaska",1689847973760,1690134708180,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970831&format=geojson,,,,,reviewed,0,0,av,91970831,",av91970831,",",av,",",origin,phase-data,",8.0,,0.17,105.0,ml,earthquake,"M -0.2 - 84 km NNW of Karluk, Alaska"
0.72,"9 km WNW of Cobb, CA",1689847739370,1689854236126,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914901&format=geojson,,,,,automatic,0,8,nc,73914901,",nc73914901,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.008953,0.01,67.0,md,earthquake,"M 0.7 - 9 km WNW of Cobb, CA"
2.0,"51 km S of Chiniak, Alaska",1689847596646,1690568574646,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398l0gwe,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398l0gwe&format=geojson,,,,,reviewed,0,62,ak,02398l0gwe,",ak02398l0gwe,",",ak,",",origin,phase-data,",,,0.73,,ml,earthquake,"M 2.0 - 51 km S of Chiniak, Alaska"
1.1,"9 km WNW of Cobb, CA",1689846889160,1689852614970,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914896,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914896&format=geojson,,,,,automatic,0,19,nc,73914896,",nc73914896,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.009621,0.02,87.0,md,earthquake,"M 1.1 - 9 km WNW of Cobb, CA"
1.89999998,"2 km SE of Pāhala, Hawaii",1689846702760,1689846891460,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73489527,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73489527&format=geojson,,,,,automatic,0,56,hv,73489527,",hv73489527,",",hv,",",origin,phase-data,",29.0,,0.100000001,117.0,md,earthquake,"M 1.9 - 2 km SE of Pāhala, Hawaii"
3.4,"Andreanof Islands, Aleutian Islands, Alaska",1689846222980,1692194647040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw9u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw9u&format=geojson,,,,,reviewed,0,178,us,6000kw9u,",ak02398kmz1f,us6000kw9u,",",ak,us,",",origin,phase-data,",19.0,0.968,0.93,221.0,ml,earthquake,"M 3.4 - Andreanof Islands, Aleutian Islands, Alaska"
1.27,"268 km W of Adak, Alaska",1689846075890,1689904781310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970796&format=geojson,,,,,reviewed,0,25,av,91970796,",av91970796,",",av,",",origin,phase-data,",4.0,,0.17,305.0,ml,earthquake,"M 1.3 - 268 km W of Adak, Alaska"
0.19,"77 km W of Salamatof, Alaska",1689845937540,1690138639600,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970791&format=geojson,,,,,reviewed,0,1,av,91970791,",av91970791,",",av,",",origin,phase-data,",7.0,,0.09,139.0,ml,earthquake,"M 0.2 - 77 km W of Salamatof, Alaska"
0.03,"6 km W of Mammoth Lakes, CA",1689845810540,1689900058944,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914891,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914891&format=geojson,,,,,reviewed,0,0,nc,73914891,",nc73914891,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.01126,0.04,102.0,md,earthquake,"M 0.0 - 6 km W of Mammoth Lakes, CA"
1.4,"73 km SW of Nanwalek, Alaska",1689845803591,1690568574232,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398klgn5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398klgn5&format=geojson,,,,,reviewed,0,30,ak,02398klgn5,",ak02398klgn5,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.4 - 73 km SW of Nanwalek, Alaska"
1.2,"70 km WSW of Unalaska, Alaska",1689845679230,1690568580351,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398kl12r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398kl12r&format=geojson,,,,,reviewed,0,22,ak,02398kl12r,",ak02398kl12r,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.2 - 70 km WSW of Unalaska, Alaska"
-0.13,"6 km W of Mammoth Lakes, CA",1689845644750,1689899036730,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914886,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914886&format=geojson,,,,,reviewed,0,0,nc,73914886,",nc73914886,",",nc,",",nearby-cities,origin,phase-data,",5.0,0.02152,0.02,147.0,md,earthquake,"M -0.1 - 6 km W of Mammoth Lakes, CA"
1.43,"10km ENE of Aguanga, CA",1689845622590,1689869930960,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39617274,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39617274&format=geojson,,,,,reviewed,0,31,ci,39617274,",ci39617274,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76.0,0.03583,0.19,26.0,ml,earthquake,"M 1.4 - 10km ENE of Aguanga, CA"
4.4,"194 km SSE of Lata, Solomon Islands",1689845211993,1692210320040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw6e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw6e&format=geojson,,,,,reviewed,0,298,us,6000kw6e,",us6000kw6e,",",us,",",origin,phase-data,",29.0,7.186,0.73,147.0,mb,earthquake,"M 4.4 - 194 km SSE of Lata, Solomon Islands"
4.2,"158 km N of Caluula, Somalia",1689845179312,1692208372040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw61,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw61&format=geojson,,,,,reviewed,0,271,us,6000kw61,",us6000kw61,",",us,",",origin,phase-data,",29.0,7.817,0.65,146.0,mb,earthquake,"M 4.2 - 158 km N of Caluula, Somalia"
2.4,,1689845167767,1692187685040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000kh35,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000kh35&format=geojson,,,,,reviewed,0,89,us,7000kh35,",mb90021823,us7000kh35,",",mb,us,",",origin,phase-data,",48.0,0.064,0.75,40.0,ml,earthquake,M 2.4 - 
0.45,"14km SE of Anza, CA",1689845095100,1689867055715,,https://earthquake.usgs.gov/earthquakes/eventpage/ci39617266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39617266&format=geojson,,,,,reviewed,0,3,ci,39617266,",ci39617266,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.0429,0.15,76.0,ml,earthquake,"M 0.5 - 14km SE of Anza, CA"
1.73,"18 km WSW of Panguitch, Utah",1689845090780,1689866892860,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60545777,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60545777&format=geojson,,,,,reviewed,0,46,uu,60545777,",uu60545777,",",uu,",",origin,phase-data,",15.0,0.3939,0.18,62.0,ml,earthquake,"M 1.7 - 18 km WSW of Panguitch, Utah"
2.07999992,"3 km WSW of Pāhala, Hawaii",1689845040520,1689845233980,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73489487,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73489487&format=geojson,,,,,automatic,0,67,hv,73489487,",hv73489487,",",hv,",",origin,phase-data,",31.0,,0.129999995,74.0,md,earthquake,"M 2.1 - 3 km WSW of Pāhala, Hawaii"
4.5,"93 km NE of Sanana, Indonesia",1689844556609,1692175484040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000kh32,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000kh32&format=geojson,,,,,reviewed,0,312,us,7000kh32,",us7000kh32,",",us,",",origin,phase-data,",37.0,2.313,0.63,77.0,mb,earthquake,"M 4.5 - 93 km NE of Sanana, Indonesia"
0.32,"41 km ENE of Adak, Alaska",1689844315310,1689909678870,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970766,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970766&format=geojson,,,,,reviewed,0,2,av,91970766,",av91970766,",",av,",",origin,phase-data,",4.0,,0.31,149.0,ml,earthquake,"M 0.3 - 41 km ENE of Adak, Alaska"
4.0,"76 km NNE of Sanana, Indonesia",1689844069467,1692198779040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw60,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw60&format=geojson,,,,,reviewed,0,246,us,6000kw60,",us6000kw60,",",us,",",origin,phase-data,",22.0,2.455,0.45,59.0,mb,earthquake,"M 4.0 - 76 km NNE of Sanana, Indonesia"
2.45,"3 km NNE of Juncal, Puerto Rico",1689843729220,1689844271510,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71418583,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71418583&format=geojson,,,,,reviewed,0,92,pr,71418583,",pr71418583,",",pr,",",origin,phase-data,",11.0,0.1486,0.2,106.0,md,earthquake,"M 2.5 - 3 km NNE of Juncal, Puerto Rico"
4.6,Reykjanes Ridge,1689843427875,1691922126040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000kh2y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000kh2y&format=geojson,,,,,reviewed,0,326,us,7000kh2y,",us7000kh2y,",",us,",",origin,phase-data,",110.0,7.142,0.48,41.0,mb,earthquake,M 4.6 - Reykjanes Ridge
0.76,"6 km W of Cobb, CA",1689843324280,1689850094723,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914876&format=geojson,,,,,automatic,0,9,nc,73914876,",nc73914876,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.01114,0.01,53.0,md,earthquake,"M 0.8 - 6 km W of Cobb, CA"
4.5,"106 km NE of Sanana, Indonesia",1689843278600,1691921030040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw6a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw6a&format=geojson,,,,,reviewed,0,312,us,6000kw6a,",us6000kw6a,",",us,",",origin,phase-data,",36.0,6.334,0.46,126.0,mb,earthquake,"M 4.5 - 106 km NE of Sanana, Indonesia"
4.4,"80 km NE of Sanana, Indonesia",1689843211591,1691919885040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw5z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw5z&format=geojson,,,,,reviewed,0,298,us,6000kw5z,",us6000kw5z,",",us,",",origin,phase-data,",38.0,2.456,0.31,82.0,mb,earthquake,"M 4.4 - 80 km NE of Sanana, Indonesia"
2.0,"10 km S of Chignik Lagoon, Alaska",1689843103562,1690568574043,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398k38xx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398k38xx&format=geojson,,,,,reviewed,0,62,ak,02398k38xx,",ak02398k38xx,",",ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.0 - 10 km S of Chignik Lagoon, Alaska"
0.11,Alaska Peninsula,1689843061510,1690134327800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970751,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970751&format=geojson,,,,,reviewed,0,0,av,91970751,",av91970751,",",av,",",origin,phase-data,",10.0,,0.06,73.0,ml,earthquake,M 0.1 - Alaska Peninsula
-0.42,"62 km ENE of Pedro Bay, Alaska",1689842811860,1690169052460,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970746&format=geojson,,,,,reviewed,0,0,av,91970746,",av91970746,",",av,",",origin,phase-data,",4.0,,0.09,163.0,ml,earthquake,"M -0.4 - 62 km ENE of Pedro Bay, Alaska"
1.4,"87 km NW of Karluk, Alaska",1689842670237,1690568573844,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398k1pxm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398k1pxm&format=geojson,,,,,reviewed,0,30,ak,02398k1pxm,",av91970736,ak02398k1pxm,",",av,ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.4 - 87 km NW of Karluk, Alaska"
1.0,"86 km NW of Karluk, Alaska",1689842593678,1690568573651,,https://earthquake.usgs.gov/earthquakes/eventpage/ak02398k1gwz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak02398k1gwz&format=geojson,,,,,reviewed,0,15,ak,02398k1gwz,",av91970731,ak02398k1gwz,",",av,ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.0 - 86 km NW of Karluk, Alaska"
1.18,"6 km WNW of The Geysers, CA",1689842351110,1689848414564,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73914871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73914871&format=geojson,1.0,0.0,,,automatic,0,21,nc,73914871,",nc73914871,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",26.0,0.01154,0.03,63.0,md,earthquake,"M 1.2 - 6 km WNW of The Geysers, CA"
4.2,,1689842346678,1691904189040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000kw5y,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kw5y&format=geojson,,,,,reviewed,0,271,us,6000kw5y,",us6000kw5y,",",us,",",origin,phase-data,",26.0,2.22,0.4,114.0,mb,earthquake,M 4.2 - 
-0.37,,1689842166110,1690133218230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91970726,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91970726&format=geojson,,,,,reviewed,0,0,av,91970726,",av91970726,",",av,",",origin,phase-data,",6.0,,0.09,158.0,ml,earthquake,M -0.4 - 
3.73,"136 km N of Cruz Bay, U.S. Virgin Islands",1689842020510,1689843134389,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023201002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2023201002&format=geojson,,,,,reviewed,0,214,pr,2023201002,",pr2023201002,",",pr,",",origin,phase-data,",5.0,1.4155,0.18,310.0,md,earthquake,"M 3.7 - 136 km N of Cruz Bay, U.S. Virgin Islands"
0.5,"72 km WSW of Nikolski, Alaska",1689842001160,1690234472780,,https://earthquake.usgs.gov/earthquakes/eventpage/av91111468,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91111468&format=geojson,,,,,reviewed,0,4,av,91111468,",av91111468,",",av,",",origin,phase-data,",4.0,,0.12,196.0,ml,earthquake,"M 0.5 - 72 km WSW of Nikolski, Alaska"
